web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1596581646-186","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","John M.","GREAT screen protector! Great application. Great performance.","Calificado en Estados Unidos el 21 de septiembre de 2016","The applications directions were clear. The package included all the necessary wipes, dust remover sticker, and guide stickers for easy installation.  Some of the tempered glass protectors I have used for phones had guide stickers already in place on the glass. These guide stickers were separate, so you can place them exactly where it is comfortable for you. This made it very easy to apply the protector and get it aligned perfectly.
The product itself is perfect. It perfectly fit the dimensions of the iPad Pro 9.7 and the cut-out for the Home button. The tempered glass does not interfere in any way with the touchscreen sensitivity. It is just as responsive after application as it was before putting it on. It also does not interfere with sleep/wake performance of the cases I have used. It is thin, yet protective. No scratches on it and it does not smudge or leave oily streaks from my fingerprints. GREAT screen protector.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1596581646-184","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","jamie","Do NOT even open package unless you know what you are doing!!!!","Calificado en Estados Unidos el 5 de enero de 2018","This product, and the seller, is WONDERFUL. I had trouble with it at first. Trust me, you MUST watch this video before you even open the package: (Amazon removes the link, just search for ""SPARIN A09 Guide Sticker Installation Video for Tablet Screen Protector"" on Youtube.) I do think the packaging needs a giant red STOP sticker so you don't pretend you know what you are doing and just open it up and try to apply to your ipad. Second time around went much better, and the product is awesome. THANK YOU!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1596581627-105","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bangarang143","Good for most, not for me.","Calificado en Estados Unidos el 31 de agosto de 2016","I hesitated to purchase this in fear that it would do exactly what it did..

Let me start by saying this screen protector is probably fine for most people. However, I am one of those extremely picky and borderline obsessive people when it comes to the way my device's screens look and perform.

CONS:
Glare... The screen of the iPad Pro is something very unique in that it has a new anti-glare coating that works extremely well. Especially when outdoors. I primarily use this iPad when flying my Phantom drone so this is very important to me. I thought maybe there was a chance that putting this thing on would only slightly degrade this anti-glare coating, but boy was I wrong! Having this protector on the iPad made it almost unusable outside - worse than the Air/Air 2 screen. Bottom line here, it's a shame to even think about putting anything over the iPad Pro's stock glass!

Distortion... I noticed that aside from the glare, at certain angles the picture was slightly distorted. There were also strange rainbow-looking artifacts in certain lighting which started driving me crazy.

PROS:
Packaging... The protector comes packaged extremely well with ample instructions and tools to get it installed correctly.

Oleophobic coating... The glass is covered in a film that feels silky smooth when you touch it and also repels fingerprints and dust very well.

Price... You can't beat the price of this thing for what you get.

Customer service... This company has been great to work with. It's always comforting to purchase from a company that takes pride in their product.

CONCLUSION:

If you're not going to be using your iPad outside a whole lot and you are not a snobby perfectionist like myself, this is a great option.","4.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1596581629-113","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Alicia Thompson","Very Disappointed","Calificado en Estados Unidos el 4 de junio de 2019","I've purchased glass protective cases before and if our ipad's dropped they were saved.  That's happened to us maybe unfortunately twice since owning iPads. The glass case is what broke on us, not the actual iPad which is the purpose of these cases.  Recently my son dropped our iPad and the screen completely shattered.  At first I thought it wasn't a big deal, it was just the protector screen, we could peel it off and the iPad should be fine right? That's what happened in the past... well, Not this time.  Our iPad was completely shattered and the screen was not tempered glass as it said it was.  It was plastic.  It peeled right off, and went right back on over the shattered glass.  When the iPad fell typically the tempered glass case is what breaks.  It shouldn't be able to peel off and go back on.  It should be broken and unusable once taken off. Because it's happened in the past and our iPad was perfectly fine, but the protector case was cracked.  The fact that I thought our iPad was protected this entire time, and now my iPad is shattered because we really had a plastic case on it and not glass is what really upsets me. We have never had our iPad shatter using a tempered glass protector screen.  So this clearly is not tempered glass. Next time I will buy my screen at the store and make sure it is a real protector screen.","1.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1596581629-120","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Chelsea","Good Gorilla Glass For The Price","Calificado en Estados Unidos el 26 de enero de 2019","Clear instructions were provided along with the correct materials. The box came on time, sealed, and everything included. It fit perfectly on my iPad 6th gen. The only gripe I have is even after going through all the steps and following the instructions to a t, there is still one little spot on the edge that caught a piece of dust. Not necessarily the product’s fault, but annoying all the same. My protective case covers it, so I can’t see it unless I take the case off. All in all, it seems like a very good gorilla glass for the price, easy to apply, and no issues after application. It adhered the way it was supposed to, and is very clear.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1596581620-72","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Whovian 2006","Great screen protector, instillation process needs improvement","Calificado en Estados Unidos el 26 de agosto de 2016","This is a good screen protector. Thick, sturdy, actually has a full cutout for the fingerprint sensor (unlike some I've seen), and is crystal clear. I give it 3 stars based on their install process, and my recommendations for a better install. Due to a job I previously held I used to do screen protector installations on a daily basis, and have installed countless screen protectors. With that said, I was intrigued by their sticker hinge install idea. I thought it might be the best install process I've seen yet, however the stickers didn't stick well to the screen protector, and stuck too much to my iPad, leaving a residue that I had to rub off. Their dust magnet tool also leaves residue on the screen, so I recommend to skip the dust magnet step. A microfiber and some elbow grease can get a screen perfectly clean. I recommend cleaning the screen before attaching the sticker hinge as while cleaning, if your iPad moves on the table, it drags the screen protector across the table potentially scratching it. Use lots of light and turn off ALL the fans/air conditioning or heating to keep as much dust from floating around as possible. wait about 10 minutes after everything is off to let the dust settle, then clean the screen very well. Tempered glass screen protectors show dust under the screen protector much more obviously than typical vinyl screen protectors. I have also docked another star for the poor bevel on the fingerprint cutout, causing it to be somewhat sharp. I hope this helps. If the supplier reads this, please update your instructions with my recommendations to assist future customers.","3.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1596581629-112","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Justin Paul","Great protector","Calificado en Estados Unidos el 7 de diciembre de 2018","I was a bit nervous about putting something this size down without air bubbles... but no problems!  Be sure to follow the instructions/video and you shouldn't have an issue.  No bubbles and no dust underneath.  So far it has taken a few blows from keys or other objects that accidentally fell onto it.  In fact, not a mark on it!

Addition:  After over a year it finally broke... doing exactly what it was supposed to do. My iPad fell off the arm of the couch and struck the corner of the metal heater vent.  I immediately feared the worst. I could see the crack as soon as I picked up my iPad, but to my relief the only crack was in this cover, NOT the actual screen.  I immediately ordered this same item as a replacement.  Totally worth it!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1596581615-52","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","SmooshieBear","Gets the job done, but not pretty","Calificado en Estados Unidos el 14 de febrero de 2020","I bought this screen protector because it seemed similar to one I had previously from another brand that is no longer available. Unfortunately, I’m not impressed. My last one went on perfectly and easily. This one, despite my cleaning the screen, had dust particles attached to the adhesive. I could not remove them and they created large bubbles. Two of the corners did not adhere properly (despite following installation instructions) and so constantly appear to have large bubbles behind them. The anti-glare is just ok in lamplight and terrible in sunlight. The fingerprint smudges are also very prominent. The screen works just fine with the protector on it, though, and it’s thick so it should keep the screen from getting scratched or breaking (so long as it stays glued to it.) All in all, its very functional but not pretty once it’s on the screen.","3.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1596581631-123","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","DJB","Cleanliness and patience.","Calificado en Estados Unidos el 29 de agosto de 2019","Won’t know about impact protection until something happens but it seems quite strong. The install procedure worked well. Clean until your sure there’s nothing on the surface then clean a couple more times. One small speck of anything left on the screen will be very noticeable. The method used to align the protector worked very well. I had a couple of size-able air bubbles, patience working with the included plastic card got them out. Work the bubble toward the nearest edge, stay on the away side of the bubble and work it slowly toward the edge.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1596581615-54","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","ProudMommyOf4Boys","Easy to install and works perfectly","Calificado en Estados Unidos el 3 de junio de 2020","Includes everything you need to replace your own iPad screen without having to pay someone a ridiculous price to do the job. I’ve actually purchased this product twice due to my kids breaking my screen, no fault of the quality of the screen replacement kit. It’s super easy to install (Look up a tutorial on youtube BEFORE you begin). But be aware the Touch ID function does NOT work with the replacement home button. So if possible, try to use your original home button when replacing. I made the mistake of accidentally breaking mine when I took the iPad apart the first time so I’m stuck with the replacement. But overall super happy with this screen replacement kit. Paired it up with a good screen protector and heavy duty case so fingers crossed that this will be the last time I have to replace it. But if they break it again I know where I’ll be going for another screen!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1596581629-111","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bryan","Nice protector and so easy to apply.","Calificado en Estados Unidos el 28 de abril de 2019","Should have purchased this ages ago, before my iPad Air 2 got a hairline crack on the screen. Lucky for me, while the crack was not attractive it didn't create any issues with usability. Checked about getting it fixed but a replacement screen cost almost as much as a refurbished iPad. Since the crack was barely noticeable, decided to get a screen protector to guard against any further damage. Saw many comments warning against using a screen protector after a crack, but followed the instructions (both the booklet and the YouTube video) and it went on easily, without any bubbles. There was a little air pocket that formed along the crack but I used my fingers and the enclosed squeegee to get rid of that. Happy with the Sparin Tempered Glass Screen Protector, and feel confident it will help maintain the integrity of my screen.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1596581604-4","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","zeioIIDX","Uh, this thing kinda blew me away","Calificado en Estados Unidos el 13 de diciembre de 2018","I've used screen protectors before, including the tempered glass kind.  Never had one of this quality before.  It was super simple to apply  although I admit I did not have the patience to use the included wet/dry wipes or the marker stickers.  I simply cleaned my screen with a microfiber cloth, removed the plastic to reveal the adhesive, then lined up the home button and the sides of the iPad before slowly lowering the protector onto it.  That's it.  Literally had zero bubbles or dust underneath.  The thing that truly blew my mind though was the coating.  I don't know what kind of oleophobic nanotechnology this company is using but it does NOT pick up fingerprints.  At ALL.  I tried smudging and smearing and dragging my fingers all over it.  Not a single mark.  I'm seriously impressed.","5.0 de 5 estrellas","",""
"1596581648-198","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sunshine","Slightly small for the iPad 9.7 2018, but quality product and great instructions","Calificado en Estados Unidos el 3 de enero de 2019","I was concerned that the glass is perhaps a few mm short on both sides. However, the instructions and video are a great combination and method to install the glass. I don't think it's possible to install it perfectly unless you have a dust free room. Thinking about it, I would take a long hot shower, close the room and let all the dust stick to the walls and the air to be still. This will give you a shot at a dust free install. The difficulty is not in cleaning, but what else seems to land on the screen as you are working.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1596581620-76","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jon Molenkamp","Product is great, but the Customer Service is amazing! You can’t go wrong with Spain","Calificado en Estados Unidos el 31 de marzo de 2018","The item was delivered, intact and as described. However, I. My looking at many of these available I confused this product for the version that fits original iPad 2, and not the 9.7”. Totally my mistake, so I asked Amazon for the return information and found that after charges the credit was about a 1/5 of purchase price. Not worth the gas to get there. I decided to place it on Craigslist for $5.00, to end up making it free to anyone. My mistake so my review mentioned all you have read. Then a few days later I get an email from The Sparin customer service representative, asking about my review, and that policy related to returns makes it difficult to do. We emailed each other a couple times. To my amazement the Sparin customer service staff processed a full refund. One of my biggest pet peeve is poor customer service, but fear not, Sparin provides the hishest of standards to make sure their customers are satisfied. My hat is off to their amazing staff, and as a company will they will be getting my business in the future.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1596581618-66","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","R. T.","Great product, great company, very happy!","Calificado en Estados Unidos el 12 de febrero de 2017","Firstly, I'd like to thank SPARIN for standing behind their product and for their one of a kind customer service. Both my son and I had ordered from SPARIN for our galaxy tablet and surface pro. Both got ruined but SPARIN gladly replaced them without any questions asked. The replacement installments came out perfect in first attempt. Secondly, because of their excellent customer service, I decided to order from them again when it came time to protect my iPad Pro, even though there were cheaper options on Amazon, but SPARIN's product guarantee has me hooked as their returning customer. By the way, my iPad glass protector install came out perfect in first attempt. The company provides all necessary tools for easy installation. I personally, used scotch tapes to hold down the included self adhesives. Learned my lesson from the first two failed attempts. (It works flawlessly in bathroom with steam present to eliminate dust particles. Thanks to other reviewers for pointing this out.) Thank you!","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1596581629-118","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Wade Manns","When it comes to protecting your device, you're best SPARIN no expense!","Calificado en Estados Unidos el 12 de julio de 2018","Any necessary, simply-applied screen protector that takes the brunt of whatever touching or dragging or tapping operations I do to a device shall be highly favored by me. This does the job, and lets all my touches through with no hesitation or need to push hard.

One thing: While I do appreciate the inclusion of the 'installation kit' for guaranteeing an absolutely perfect application of the protector, I find that just by eyeballing it and being halfway dexterous, I can put it on just fine (and perfectly, no bubbles after smoothing it down) with no assistance needed. Same with other screen protectors. It's handy for people who aren't as confident in their fine motor coordination, I get it.

Thank you, SPARIN! Take care.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1596581633-136","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","PattyB","Great quality.  Very easy to apply to your iPad","Calificado en Estados Unidos el 9 de diciembre de 2018","This is absolutely the best protector I have purchased  for any product. It is a good quality and very clear. However what I like best is they have the best method for applying the cover to the iPad without having it yet out of alignment. After I purchased it, the company followed up and sent us a link to a YouTube video which showed how to put the item in. It worked like a charm. For that reason alone I would buy another protector from this company. You can’t go wrong with it.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1596581618-65","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","S & B Cason","Bummed out ☹️","Calificado en Estados Unidos el 8 de julio de 2017","Bought this screen protector because of all the raitings and how durable it was suppose to be. It hasn't been a month (1 week to be exactly) and it has a huge crack in it that is spreading. My iPad hasn't fallen, been smushed or anything. I'm pretty bummed.
The crack turned into two! Waste of money! Don't buy.","1.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1596581646-190","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","po'dpridrvr","nice quality kit and accessories to install","Calificado en Estados Unidos el 13 de julio de 2017","Wow, nice quality kit and accessories to install. Comes with tape strips to align glass.  Got everything, glass, wet wipe, dry wipe, microfiber wipe, dust absorber, instructions.  I was initially trying to wipe the dust absorber around, but have to blot it instead.  Takes some focus to install.  Seems best to wear medical or latex gloves while installing, keep oil on fingers away.  Anyhow, it's a great kit, well worth price. Also, I was able to install this and fit iPad 2017 into rugged SUPCASE, well protected now.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1596581620-74","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","2 Boxer Mom","Very satisfied and I would recommend to others.","Calificado en Estados Unidos el 5 de agosto de 2017","I am giving 5 stars to the SPARIN Tempered Glass screen protector. I bought it to safeguard my 2017 iPad Air 2. The item was delivered on time and well packaged. The protector itself is so thin it's hard to believe it is glass but it is. The installation was very simple. Clean the glass with the products included and use the sticky film to remove any minute dust or particle and using the adhesive tabs to create a ""book"", peel the film back from the down side of the protector and drop in place.  Make sure to follow the directions and if you need to (I did because I was a little nervous I'd screw it up and must buy another one) follow a tutorial on YouTube. The protector really does adhere itself to the glass and I had only a minor bubble to push aside. It was easier than I thought it would be. The cut outs for the home button, camera, etc. line up perfectly. The thinness of the protector does not in any way interfere with the touch functions of my tablet.  I now feel confident in ordering one for my iPhone 7.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1596581620-78","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rosalia’s Reviews","Customer service responded same day and was very helpful!","Calificado en Estados Unidos el 22 de julio de 2017","Remember not so man years ago when you needed someone at the store to properly put on the screen protector or you'd put it on yourself and forever be plagued with bubbles and no way to salvage the protector with a second chance at applying?
No worries with the Sparin brand! Directions were clear, the glass was easy to apply in the correct position, and if you end up with bubbles, they are easily to work out by gently putting pressure behind them and push out to the closest edge.
Customer service was amazing when I left my original review of 4 stars since I purchased the wrong size thinking this was for the newest iPad released in the summer of 2017. Sparin was quick to help me remedy the error.
So while there are tons of companies out there selling very similar products, I will purchase from Sparin for my future screen protecting needs knowing they have fantastic customer service. No worries with this purchase when you know they stand behind their products.","5.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1596581636-148","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","sgrass","Clear and seems strong, but not easy to fit it properly","Calificado en Estados Unidos el 23 de abril de 2018","Updated Review:
On my first try to install it I ruined it. The stickers that are supposed to keep it in the original position before you take off the sticky side protector weren't fastened properly and they came off. As a result it wasn't positioned correctly and when I tried to fix it, it got ruined. Once you touch the inner (sticky) side it's done - can't be cleaned and can't be re-fitted. Following my complaint the company sent me a new one, and I was able to install it properly.
I have to say I'm pleasantly surprised by the customer service, kudos on that!

The protector is very clear and seems very strong. Really the only down side is that the installation step is delicate with an iPad. You should do it extremely carefully because you only got one shot. Watch the provided YouTube, and fasten those stickers well...","4.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1596581604-7","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Liliana","2nd time purchase! I sat on iPad Pro and had a 3-Day heart attack!","Calificado en Estados Unidos el 19 de septiembre de 2019","I had a heart attack when I sat on the couch and felt the iPad. I had hidden it under the couch from the kids and now I had broken it. I took it out and saw the screen completely shattered.... My fault! But at least it still worked. Three days later, I was still upset. I took it out of the case to clean and, as I was cleaning it, I noticed a second edge! Like.... is this for real? My iPad had a screen protector???!!!

Well... it did!!! And guess what? I removed it only to unveil a beautiful, new, iPad screen!!! Ya'll!!! This thing is so perfect I went over a year without even realizing I had bought and installed this screen protector!!! It feels like the real thing! No bubbles, no glare, just HD screen juice! So, this is my second time buying it and I can't guarantee I will remember it has a screen protector on it, but I do know my device is protected! Just look at that crushed mess! And on the second picture, the new one installed and you can't even tell!

BTW... This is exactly what screen protectors are supossed to do and now, I much rather buy glass tempered protectors instead of flimsy plastic because my fat catuchi would've ripped right through it! 🤣","5.0 de 5 estrellas","",""
"1596581643-178","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","reading teacher","HELLO FRUSTRATION - HELLO AIR BUBBLES!!","Calificado en Estados Unidos el 6 de septiembre de 2019","ACK!!! Remember the old plastic screen savers that had to be put on wet and you only got one chance and had to pray like crazy that those billions of bubbles would magically disappear? Well, piece of cake compared to this!! No matter what you do-these bubbles do NOT disappear AND they leave foggy smears on your screen. God forbid you get lint on the sticky side of the screen 'cause that baby is THERE!!! And if you try to remove it, there goes your sticky-hello, air bubble!","2.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1596581646-189","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","SG","Fits great. Watched the YouTube video and followed all the ...","Calificado en Estados Unidos el 22 de diciembre de 2017","Purchased this for my new IPad WiFi. Fits great. Watched the YouTube video and followed all the instructions. Was ready to pull my hair out when I noticed a small bubble on the bottom corner... but then I realized that a piece of my hair already fell onto the screen between the screen protector. Fail. Put the IPad into its case- another bubble. So, two bubbles and a hair later... I have my unique IPad in its case with a screen protector and I'll always know which device is mine!

Update: Lifted bottom corner, hair removed easily *phew* and now the bubbles are smaller.","4.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1596581622-84","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Cracked very easily","Calificado en Estados Unidos el 7 de enero de 2019","I purchased this product because it had good reviews. When it came, I watched the YouTube video before even attempting to install this. I watched it a second time while following the installation steps. My first issue was with the installation stickers. I applied them to the screen and then unstuck them and repositioned them to get the screen protector more even around the home button. After that, the stickers did not stick well, making the protector crooked right before I was ready to pull off the protective layer and install. At some point a crack formed on the side opposite the home button. I decided to try to continue installation to protect the iPad until I could replace this protective glass. I gently tried to unstick the installation stickers and reposition which then resulted in a huge crack. Now I'm not sure if I should even try to install this temporarily until I can get a new one or if installing it might cause the screen protector to scratch the ipad screen, especially when removing it. Very disappointed.","1.0 de 5 estrellas","Página siguiente→","https://www.amazon.com/-/es/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
